progress_id,student_id,module_id,course_id,start_date,completion_date,completion_status,time_spent_hours,progress_percentage
PRG0000214,STU00010,MOD00017,CRS003,2025-11-22,2026-01-06,Completed,4.04,31
PRG0000215,STU00010,MOD00018,CRS003,2025-11-23,2026-01-15,Completed,14.44,11
PRG0000216,STU00010,MOD00019,CRS003,2025-11-05,2025-12-27,Not Started,5.1,57
PRG0000217,STU00010,MOD00020,CRS003,2025-10-26,2025-12-24,Not Started,2.09,84
PRG0000218,STU00010,MOD00021,CRS003,2025-11-11,2025-11-21,Completed,14.44,44
PRG0000219,STU00010,MOD00022,CRS003,2025-11-25,2026-01-22,Completed,1.32,24
PRG0000220,STU00010,MOD00023,CRS003,2025-11-09,2025-11-03,Completed,6.1,44
PRG0000221,STU00010,MOD00024,CRS003,2025-10-31,2025-11-05,Completed,6.27,60
PRG0000222,STU00010,MOD00049,CRS007,2025-05-28,2025-07-23,Not Started,4.96,80
PRG0000223,STU00010,MOD00051,CRS007,2025-05-29,2025-06-03,Completed,3.87,59
PRG0000224,STU00010,MOD00052,CRS007,2025-05-28,2025-07-09,Not Started,4.26,49
PRG0000225,STU00010,MOD00053,CRS007,2025-05-13,2025-06-06,Completed,4.5,96
PRG0000226,STU00010,MOD00055,CRS007,2025-05-27,2025-05-30,Completed,1.82,7
PRG0000227,STU00010,MOD00056,CRS007,2025-05-14,2025-06-08,Completed,1.5,32
PRG0000228,STU00010,MOD00075,CRS010,2025-06-29,2025-07-03,Completed,4.62,31
PRG0000229,STU00010,MOD00076,CRS010,2025-07-08,2025-08-01,Completed,1.1,59
PRG0000230,STU00010,MOD00079,CRS010,2025-07-11,2025-09-06,Completed,2.97,50
PRG0000231,STU00010,MOD00080,CRS010,2025-06-27,2025-09-06,Completed,1.2,35
PRG0000232,STU00010,MOD00089,CRS012,2025-12-16,2026-02-14,Completed,6.53,64
PRG0000233,STU00010,MOD00090,CRS012,2025-12-30,2025-12-13,Not Started,2.75,61
PRG0000234,STU00010,MOD00091,CRS012,2025-12-23,2026-02-20,Completed,7.81,7
PRG0000235,STU00010,MOD00092,CRS012,2026-01-05,2025-12-28,In Progress,10.41,59
PRG0000236,STU00010,MOD00094,CRS012,2025-12-27,2026-03-09,Not Started,1.65,93
PRG0000237,STU00010,MOD00010,CRS002,2025-06-25,2025-06-25,Completed,6.11,2
PRG0000238,STU00010,MOD00013,CRS002,2025-07-16,2025-06-29,Completed,1.55,71
PRG0000239,STU00010,MOD00016,CRS002,2025-06-24,2025-08-05,Completed,5.7,44
PRG0000240,STU00011,MOD00065,CRS009,2025-11-10,2026-01-13,In Progress,2.97,98
PRG0000241,STU00011,MOD00066,CRS009,2025-11-15,2025-11-09,Completed,5.87,62
PRG0000242,STU00011,MOD00067,CRS009,2025-10-28,2025-12-24,Completed,5.69,37
PRG0000243,STU00011,MOD00068,CRS009,2025-11-02,2025-11-03,Completed,3.72,100
PRG0000244,STU00011,MOD00069,CRS009,2025-10-24,2025-12-12,Not Started,2.63,27
PRG0000245,STU00011,MOD00070,CRS009,2025-11-09,2025-11-26,Completed,3.06,71
PRG0000246,STU00011,MOD00071,CRS009,2025-11-18,2025-12-10,Completed,2.16,70
PRG0000247,STU00011,MOD00072,CRS009,2025-11-17,2025-11-09,Completed,1.84,99
PRG0000248,STU00011,MOD00081,CRS011,2025-09-08,2025-08-17,Completed,1.6,13
PRG0000249,STU00011,MOD00082,CRS011,2025-09-04,2025-09-24,Not Started,9.66,27
PRG0000250,STU00011,MOD00083,CRS011,2025-09-08,2025-11-08,Not Started,2.45,80
PRG0000251,STU00011,MOD00084,CRS011,2025-09-09,2025-10-02,In Progress,3.44,63
PRG0000252,STU00011,MOD00085,CRS011,2025-09-07,2025-08-26,In Progress,3.23,4
PRG0000253,STU00011,MOD00086,CRS011,2025-09-12,2025-09-19,Not Started,3.42,98
PRG0000254,STU00011,MOD00087,CRS011,2025-08-25,2025-10-13,In Progress,2.72,92
PRG0000255,STU00011,MOD00088,CRS011,2025-08-15,2025-08-22,In Progress,5.51,37
PRG0000256,STU00011,MOD00105,CRS014,2025-09-06,2025-11-01,In Progress,8.33,52
PRG0000257,STU00011,MOD00106,CRS014,2025-09-25,2025-10-30,Completed,4.32,93
PRG0000258,STU00011,MOD00107,CRS014,2025-09-13,2025-12-02,Completed,5.8,66
PRG0000259,STU00011,MOD00111,CRS014,2025-10-02,2025-10-06,Completed,7.13,74
PRG0000260,STU00011,MOD00112,CRS014,2025-10-03,2025-10-31,Completed,6.84,76
PRG0000261,STU00011,MOD00121,CRS016,2025-11-21,2025-12-23,Completed,4.05,56
PRG0000262,STU00011,MOD00123,CRS016,2025-11-30,2025-11-27,Completed,14.64,43
PRG0000263,STU00011,MOD00126,CRS016,2025-12-02,2025-12-01,Completed,3.92,69
PRG0000264,STU00012,MOD00089,CRS012,2026-03-17,2026-05-17,Completed,7.26,19
PRG0000265,STU00012,MOD00090,CRS012,2026-03-16,2026-04-05,Completed,4.37,33
PRG0000266,STU00012,MOD00091,CRS012,2026-03-28,2026-04-26,Completed,5.11,86
PRG0000267,STU00012,MOD00092,CRS012,2026-03-17,2026-06-02,In Progress,10.89,16
PRG0000268,STU00012,MOD00093,CRS012,2026-03-31,2026-03-16,In Progress,8.0,9
PRG0000269,STU00012,MOD00094,CRS012,2026-04-01,2026-04-10,Completed,1.76,71
PRG0000270,STU00012,MOD00095,CRS012,2026-03-12,2026-05-17,Completed,2.76,66
PRG0000271,STU00012,MOD00096,CRS012,2026-04-04,2026-04-23,In Progress,10.13,92
PRG0000272,STU00012,MOD00113,CRS015,2025-08-15,2025-08-12,In Progress,1.93,33
PRG0000273,STU00012,MOD00114,CRS015,2025-08-01,2025-09-28,Completed,2.61,97
PRG0000274,STU00012,MOD00116,CRS015,2025-08-19,2025-08-23,Completed,2.76,7
PRG0000275,STU00012,MOD00097,CRS013,2025-07-12,2025-09-18,Completed,4.33,32
PRG0000276,STU00012,MOD00098,CRS013,2025-07-30,2025-10-04,Completed,1.94,29
PRG0000277,STU00012,MOD00100,CRS013,2025-07-09,2025-07-20,Completed,5.88,70
PRG0000278,STU00012,MOD00101,CRS013,2025-07-23,2025-09-22,Completed,1.03,34
PRG0000279,STU00012,MOD00102,CRS013,2025-07-26,2025-08-21,Completed,1.57,60
PRG0000280,STU00012,MOD00103,CRS013,2025-07-20,2025-07-18,Completed,8.97,51
PRG0000281,STU00012,MOD00104,CRS013,2025-07-17,2025-08-27,Completed,6.65,95
PRG0000282,STU00012,MOD00145,CRS019,2026-03-08,2026-03-26,In Progress,2.56,15
PRG0000283,STU00012,MOD00147,CRS019,2026-02-21,2026-04-03,Completed,3.37,35
PRG0000284,STU00012,MOD00150,CRS019,2026-03-15,2026-03-10,Completed,5.98,8
PRG0000285,STU00012,MOD00138,CRS018,2025-06-10,2025-07-11,Completed,2.78,23
PRG0000286,STU00012,MOD00139,CRS018,2025-05-26,2025-08-16,Completed,12.88,4
PRG0000287,STU00012,MOD00140,CRS018,2025-06-13,2025-06-24,In Progress,2.47,50
PRG0000288,STU00012,MOD00141,CRS018,2025-06-03,2025-06-07,Completed,2.39,16
PRG0000289,STU00012,MOD00142,CRS018,2025-06-07,2025-06-20,Completed,6.81,36
PRG0000290,STU00012,MOD00143,CRS018,2025-05-28,2025-06-07,Completed,5.43,31
PRG0000291,STU00013,MOD00009,CRS002,2025-09-11,2025-11-18,In Progress,4.2,72
PRG0000292,STU00013,MOD00010,CRS002,2025-09-18,2025-10-27,Completed,1.79,63
PRG0000293,STU00013,MOD00011,CRS002,2025-09-21,2025-09-21,In Progress,5.32,23
