enrollment_id,student_id,course_id,enrollment_date,status
ENR000042,STU00011,CRS014,2025-09-04,Active
ENR000043,STU00011,CRS016,2025-11-11,Dropped
ENR000044,STU00012,CRS012,2026-03-08,Completed
ENR000045,STU00012,CRS015,2025-07-23,Active
ENR000046,STU00012,CRS013,2025-07-09,Active
ENR000047,STU00012,CRS019,2026-02-16,Dropped
ENR000048,STU00012,CRS018,2025-05-24,Active
ENR000049,STU00013,CRS002,2025-09-09,Completed
ENR000050,STU00013,CRS015,2025-12-02,Active
ENR000051,STU00013,CRS020,2025-10-08,Active
ENR000052,STU00013,CRS010,2026-04-01,Active
ENR000053,STU00013,CRS014,2025-09-04,Completed
ENR000054,STU00014,CRS010,2025-06-17,Completed
ENR000055,STU00014,CRS016,2025-07-10,Dropped
ENR000056,STU00014,CRS003,2025-05-25,Completed
ENR000057,STU00014,CRS020,2025-06-15,Active
ENR000058,STU00014,CRS012,2025-11-29,Active
ENR000059,STU00015,CRS019,2025-05-31,Completed
ENR000060,STU00016,CRS014,2025-12-10,Dropped
ENR000061,STU00016,CRS009,2025-05-29,Completed
ENR000062,STU00016,CRS015,2025-05-29,Active
ENR000063,STU00016,CRS001,2026-04-09,Active
ENR000064,STU00017,CRS009,2026-03-16,Completed
ENR000065,STU00017,CRS007,2026-03-16,Completed
ENR000066,STU00017,CRS020,2026-03-16,Active
ENR000067,STU00017,CRS017,2026-03-16,Completed
ENR000068,STU00018,CRS017,2025-06-27,Completed
ENR000069,STU00018,CRS002,2026-03-26,Active
ENR000070,STU00018,CRS014,2025-11-05,Completed
ENR000071,STU00018,CRS011,2025-12-03,Completed
ENR000072,STU00018,CRS020,2025-12-27,Dropped
ENR000073,STU00019,CRS011,2026-02-06,Completed
ENR000074,STU00019,CRS003,2026-01-05,Active
ENR000075,STU00019,CRS014,2026-01-05,Completed
ENR000076,STU00019,CRS007,2026-01-05,Completed
ENR000077,STU00019,CRS012,2026-01-05,Completed
ENR000078,STU00020,CRS018,2025-12-30,Active
ENR000079,STU00020,CRS008,2026-01-21,Completed
ENR000080,STU00020,CRS014,2026-02-20,Completed
ENR000081,STU00020,CRS003,2025-08-05,Active
ENR000082,STU00020,CRS020,2025-09-06,Completed
ENR000083,STU00021,CRS003,2025-12-06,Active
ENR000084,STU00021,CRS013,2025-12-13,Dropped
ENR000085,STU00022,CRS019,2025-09-18,Active
ENR000086,STU00022,CRS011,2025-06-21,Completed
ENR000087,STU00022,CRS017,2025-11-27,Completed
ENR000088,STU00022,CRS018,2025-06-23,Completed
ENR000089,STU00022,CRS006,2025-08-16,Completed
ENR000090,STU00023,CRS002,2026-03-22,Completed
ENR000091,STU00024,CRS002,2026-02-18,Completed
ENR000092,STU00025,CRS012,2026-02-25,Dropped
ENR000093,STU00025,CRS008,2026-02-25,Dropped
ENR000094,STU00025,CRS016,2026-03-22,Active
ENR000095,STU00025,CRS003,2026-02-25,Completed
ENR000096,STU00026,CRS002,2025-07-10,Dropped
ENR000097,STU00026,CRS008,2025-09-14,Active
ENR000098,STU00026,CRS014,2025-06-06,Active
ENR000099,STU00026,CRS006,2026-01-19,Dropped
ENR000100,STU00026,CRS013,2026-02-08,Active
ENR000101,STU00027,CRS018,2026-01-07,Completed
ENR000102,STU00027,CRS017,2025-10-17,Completed
ENR000103,STU00027,CRS011,2025-06-22,Completed
ENR000104,STU00027,CRS012,2025-05-19,Dropped
ENR000105,STU00028,CRS016,2025-07-23,Completed
ENR000106,STU00028,CRS015,2025-07-21,Active
ENR000107,STU00029,CRS007,2025-06-12,Active
ENR000108,STU00029,CRS014,2026-01-15,Active
ENR000109,STU00030,CRS002,2025-09-29,Dropped
ENR000110,STU00030,CRS017,2026-01-13,Active
ENR000111,STU00030,CRS015,2025-05-30,Active
ENR000112,STU00031,CRS019,2025-09-22,Completed
ENR000113,STU00031,CRS005,2025-07-28,Completed
ENR000114,STU00032,CRS003,2025-07-15,Active
ENR000115,STU00032,CRS016,2025-07-15,Completed
ENR000116,STU00032,CRS015,2026-02-19,Dropped
ENR000117,STU00033,CRS009,2026-02-17,Active
ENR000118,STU00033,CRS020,2026-03-27,Dropped
ENR000119,STU00033,CRS019,2026-02-17,Dropped
ENR000120,STU00033,CRS006,2026-02-17,Active
ENR000121,STU00034,CRS016,2025-09-16,Dropped
ENR000122,STU00035,CRS020,2025-05-27,Active
ENR000123,STU00036,CRS015,2026-01-19,Active
ENR000124,STU00036,CRS012,2025-12-01,Dropped
ENR000125,STU00036,CRS014,2025-08-27,Completed
ENR000126,STU00036,CRS017,2026-04-05,Active
ENR000127,STU00036,CRS008,2025-10-27,Active
ENR000128,STU00037,CRS019,2025-11-29,Active
ENR000129,STU00037,CRS018,2025-09-27,Active
ENR000130,STU00037,CRS015,2025-09-27,Dropped
ENR000131,STU00037,CRS014,2025-09-27,Active
ENR000132,STU00038,CRS015,2025-08-14,Active
ENR000133,STU00038,CRS005,2025-08-14,Active
ENR000134,STU00038,CRS019,2026-02-18,Active
ENR000135,STU00039,CRS011,2025-10-15,Active
ENR000136,STU00039,CRS008,2025-07-31,Completed
ENR000137,STU00039,CRS018,2025-09-03,Completed
ENR000138,STU00039,CRS016,2025-05-02,Active
ENR000139,STU00039,CRS002,2026-03-25,Dropped
ENR000140,STU00040,CRS009,2025-05-18,Dropped
ENR000141,STU00040,CRS015,2026-03-03,Dropped
ENR000142,STU00041,CRS008,2025-07-10,Active
ENR000143,STU00041,CRS020,2025-07-07,Active
ENR000144,STU00042,CRS002,2026-03-25,Dropped
ENR000145,STU00042,CRS017,2026-03-15,Active
ENR000146,STU00042,CRS003,2026-02-16,Active
ENR000147,STU00042,CRS001,2026-02-08,Active
ENR000148,STU00042,CRS015,2026-03-13,Completed
ENR000149,STU00043,CRS015,2026-03-12,Dropped
ENR000150,STU00044,CRS017,2025-11-24,Dropped
ENR000151,STU00044,CRS008,2026-04-01,Active
ENR000152,STU00045,CRS011,2025-09-07,Completed
ENR000153,STU00045,CRS008,2026-03-25,Active
ENR000154,STU00045,CRS020,2025-09-07,Active
ENR000155,STU00045,CRS013,2025-12-17,Completed
ENR000156,STU00046,CRS018,2025-10-28,Active
ENR000157,STU00046,CRS019,2025-11-02,Active
ENR000158,STU00047,CRS013,2025-07-13,Completed
ENR000159,STU00047,CRS017,2025-07-13,Completed
ENR000160,STU00048,CRS012,2025-09-06,Active
ENR000161,STU00048,CRS014,2025-09-06,Active
ENR000162,STU00048,CRS009,2026-01-13,Dropped
ENR000163,STU00048,CRS001,2025-09-06,Completed
ENR000164,STU00049,CRS008,2026-01-28,Completed
ENR000165,STU00050,CRS001,2025-11-09,Completed
ENR000166,STU00051,CRS008,2025-11-25,Dropped
ENR000167,STU00051,CRS005,2025-12-10,Completed
ENR000168,STU00051,CRS009,2026-03-26,Active
ENR000169,STU00051,CRS018,2025-11-01,Active
ENR000170,STU00052,CRS008,2025-08-17,Completed
ENR000171,STU00053,CRS007,2025-08-26,Completed
ENR000172,STU00053,CRS016,2025-11-23,Dropped
ENR000173,STU00053,CRS015,2026-02-28,Active
ENR000174,STU00053,CRS009,2025-08-05,Completed
ENR000175,STU00053,CRS006,2026-02-16,Active
ENR000176,STU00054,CRS016,2026-03-18,Active
ENR000177,STU00054,CRS012,2026-03-18,Active
ENR000178,STU00054,CRS014,2026-03-18,Completed
ENR000179,STU00054,CRS011,2026-03-18,Active
ENR000180,STU00055,CRS004,2025-09-13,Dropped
ENR000181,STU00055,CRS018,2025-10-31,Dropped
ENR000182,STU00055,CRS003,2025-12-17,Dropped
ENR000183,STU00055,CRS013,2025-08-31,Completed
ENR000184,STU00055,CRS011,2026-03-02,Active
ENR000185,STU00056,CRS012,2025-07-02,Active
ENR000186,STU00057,CRS015,2026-02-20,Completed
ENR000187,STU00057,CRS011,2025-06-23,Active
ENR000188,STU00057,CRS003,2025-09-06,Active
ENR000189,STU00058,CRS005,2026-04-08,Active
ENR000190,STU00058,CRS016,2025-11-28,Active
ENR000191,STU00058,CRS013,2025-12-14,Active
ENR000192,STU00059,CRS013,2026-04-01,Active
ENR000193,STU00059,CRS014,2026-03-17,Completed
ENR000194,STU00060,CRS003,2026-02-04,Completed
ENR000195,STU00060,CRS019,2026-02-04,Active
ENR000196,STU00060,CRS015,2026-02-04,Dropped
ENR000197,STU00061,CRS013,2025-05-14,Dropped
ENR000198,STU00061,CRS014,2025-07-11,Dropped
ENR000199,STU00062,CRS011,2026-03-11,Completed
ENR000200,STU00063,CRS001,2025-09-05,Completed
ENR000201,STU00063,CRS011,2026-04-06,Completed
ENR000202,STU00063,CRS004,2025-11-30,Completed
ENR000203,STU00063,CRS016,2026-02-28,Active
ENR000204,STU00064,CRS018,2026-03-01,Active
ENR000205,STU00064,CRS008,2025-05-13,Active
ENR000206,STU00065,CRS008,2026-03-13,Completed
ENR000207,STU00065,CRS012,2025-11-18,Active
ENR000208,STU00065,CRS014,2025-05-13,Active
ENR000209,STU00065,CRS006,2025-07-09,Completed
ENR000210,STU00065,CRS016,2025-11-13,Dropped
ENR000211,STU00066,CRS001,2026-01-07,Active
ENR000212,STU00066,CRS013,2026-03-18,Active
ENR000213,STU00067,CRS020,2026-03-18,Completed
ENR000214,STU00068,CRS006,2026-02-01,Active
ENR000215,STU00068,CRS007,2026-02-01,Completed
ENR000216,STU00068,CRS002,2026-02-01,Active
ENR000217,STU00068,CRS003,2026-02-01,Active
ENR000218,STU00068,CRS017,2026-02-01,Active
ENR000219,STU00069,CRS018,2026-03-13,Completed
ENR000220,STU00069,CRS015,2025-10-05,Dropped
ENR000221,STU00070,CRS017,2026-04-07,Completed
ENR000222,STU00070,CRS003,2026-01-25,Active
ENR000223,STU00070,CRS011,2026-02-27,Completed
ENR000224,STU00071,CRS020,2025-05-15,Active
ENR000225,STU00071,CRS016,2025-10-10,Active
ENR000226,STU00072,CRS012,2025-10-02,Dropped
ENR000227,STU00072,CRS006,2025-11-05,Completed
ENR000228,STU00072,CRS015,2025-10-02,Active
ENR000229,STU00073,CRS015,2025-12-19,Completed
ENR000230,STU00074,CRS008,2026-03-17,Active
ENR000231,STU00074,CRS007,2026-01-09,Completed
ENR000232,STU00074,CRS017,2025-12-27,Completed
ENR000233,STU00074,CRS019,2025-12-27,Dropped
ENR000234,STU00075,CRS004,2026-01-04,Dropped
ENR000235,STU00076,CRS004,2026-04-02,Completed
ENR000236,STU00076,CRS017,2025-11-04,Active
ENR000237,STU00077,CRS012,2026-02-11,Dropped
ENR000238,STU00077,CRS018,2026-02-11,Completed
ENR000239,STU00077,CRS009,2026-02-11,Active
ENR000240,STU00077,CRS005,2026-02-11,Dropped
ENR000241,STU00078,CRS010,2025-08-22,Active
ENR000242,STU00078,CRS012,2025-08-22,Active
ENR000243,STU00078,CRS008,2026-02-05,Active
ENR000244,STU00078,CRS016,2025-08-22,Dropped
ENR000245,STU00079,CRS003,2026-04-07,Dropped
ENR000246,STU00080,CRS010,2025-05-01,Active
ENR000247,STU00080,CRS006,2025-09-20,Completed
ENR000248,STU00080,CRS012,2025-11-21,Completed
ENR000249,STU00080,CRS016,2025-04-20,Active
ENR000250,STU00081,CRS006,2025-12-30,Active
ENR000251,STU00081,CRS015,2025-12-30,Active
ENR000252,STU00082,CRS011,2025-08-21,Dropped
ENR000253,STU00082,CRS015,2026-01-10,Active
ENR000254,STU00082,CRS020,2026-01-12,Active
ENR000255,STU00082,CRS014,2026-02-08,Active
ENR000256,STU00082,CRS018,2025-09-14,Dropped
ENR000257,STU00083,CRS009,2025-12-16,Active
ENR000258,STU00083,CRS020,2026-02-08,Active
ENR000259,STU00084,CRS009,2025-11-12,Completed
ENR000260,STU00084,CRS005,2025-11-12,Completed
ENR000261,STU00084,CRS001,2025-11-12,Completed
ENR000262,STU00085,CRS001,2025-04-21,Active
ENR000263,STU00085,CRS019,2025-06-12,Completed
ENR000264,STU00085,CRS016,2026-02-11,Active
ENR000265,STU00085,CRS017,2025-09-09,Completed
ENR000266,STU00086,CRS006,2025-05-10,Active
ENR000267,STU00086,CRS010,2025-06-05,Completed
ENR000268,STU00086,CRS020,2025-05-05,Completed
ENR000269,STU00086,CRS017,2025-09-07,Active
ENR000270,STU00086,CRS003,2025-09-15,Dropped
ENR000271,STU00087,CRS018,2025-12-21,Completed
ENR000272,STU00087,CRS005,2025-10-16,Completed
ENR000273,STU00088,CRS018,2025-12-26,Dropped
ENR000274,STU00088,CRS016,2025-12-26,Active
ENR000275,STU00088,CRS007,2026-02-26,Active
ENR000276,STU00088,CRS004,2025-10-20,Active
ENR000277,STU00089,CRS009,2026-03-04,Dropped
ENR000278,STU00089,CRS008,2025-11-11,Active
ENR000279,STU00089,CRS019,2026-03-27,Dropped
ENR000280,STU00089,CRS011,2025-11-09,Dropped
ENR000281,STU00090,CRS019,2025-09-23,Completed
ENR000282,STU00090,CRS015,2025-09-23,Completed
ENR000283,STU00091,CRS008,2026-02-06,Completed
ENR000284,STU00091,CRS001,2025-11-12,Active
ENR000285,STU00091,CRS009,2025-12-06,Completed
ENR000286,STU00091,CRS019,2025-06-26,Completed
ENR000287,STU00092,CRS013,2025-09-20,Active
ENR000288,STU00092,CRS008,2025-06-11,Completed
ENR000289,STU00092,CRS004,2026-02-09,Completed
ENR000290,STU00092,CRS017,2025-09-18,Active
ENR000291,STU00093,CRS008,2025-08-02,Active
ENR000292,STU00094,CRS009,2025-11-16,Dropped
ENR000293,STU00094,CRS013,2026-03-13,Dropped
ENR000294,STU00094,CRS015,2026-01-26,Completed
ENR000295,STU00094,CRS002,2026-02-08,Completed
ENR000296,STU00094,CRS005,2025-06-19,Completed
ENR000297,STU00095,CRS002,2025-09-06,Active
ENR000298,STU00095,CRS009,2026-01-16,Active
ENR000299,STU00095,CRS018,2025-09-26,Dropped
ENR000300,STU00095,CRS020,2025-09-06,Active
ENR000301,STU00096,CRS014,2025-11-07,Completed
ENR000302,STU00097,CRS008,2026-01-25,Active
ENR000303,STU00098,CRS013,2025-05-25,Active
ENR000304,STU00098,CRS009,2025-04-28,Dropped
ENR000305,STU00098,CRS003,2026-01-03,Active
ENR000306,STU00099,CRS014,2025-10-21,Completed
ENR000307,STU00100,CRS006,2026-02-16,Completed
ENR000308,STU00100,CRS004,2025-10-30,Completed
ENR000309,STU00101,CRS005,2025-08-31,Active
ENR000310,STU00101,CRS014,2025-12-02,Active
ENR000311,STU00102,CRS017,2025-12-25,Active
ENR000312,STU00102,CRS018,2026-02-01,Completed
ENR000313,STU00103,CRS020,2025-04-28,Completed
ENR000314,STU00103,CRS013,2025-06-13,Active
ENR000315,STU00104,CRS007,2026-02-23,Completed
ENR000316,STU00104,CRS004,2026-01-26,Completed
ENR000317,STU00105,CRS013,2025-07-22,Completed
ENR000318,STU00105,CRS014,2025-07-22,Active
ENR000319,STU00106,CRS018,2026-02-17,Completed
ENR000320,STU00106,CRS007,2025-10-24,Active
ENR000321,STU00107,CRS016,2025-05-06,Completed
ENR000322,STU00107,CRS017,2025-10-23,Dropped
ENR000323,STU00107,CRS020,2025-05-09,Active
ENR000324,STU00108,CRS018,2025-10-18,Dropped
ENR000325,STU00108,CRS008,2025-05-13,Active
ENR000326,STU00108,CRS004,2025-07-13,Dropped
ENR000327,STU00108,CRS011,2025-10-26,Completed
ENR000328,STU00109,CRS015,2026-02-06,Completed
ENR000329,STU00109,CRS019,2025-04-25,Active
ENR000330,STU00109,CRS011,2025-10-05,Completed
ENR000331,STU00110,CRS018,2026-02-09,Dropped
ENR000332,STU00110,CRS007,2026-02-05,Active
ENR000333,STU00111,CRS018,2026-01-23,Completed
ENR000334,STU00111,CRS012,2025-12-20,Active
ENR000335,STU00112,CRS017,2026-03-19,Dropped
ENR000336,STU00112,CRS019,2026-03-19,Completed
ENR000337,STU00113,CRS005,2025-09-17,Dropped
ENR000338,STU00113,CRS004,2025-09-10,Completed
ENR000339,STU00113,CRS019,2025-11-26,Completed
ENR000340,STU00114,CRS012,2025-08-06,Dropped
ENR000341,STU00114,CRS013,2026-01-12,Active
ENR000342,STU00114,CRS004,2025-09-24,Dropped
ENR000343,STU00114,CRS016,2025-12-14,Dropped
ENR000344,STU00114,CRS001,2026-04-07,Completed
ENR000345,STU00115,CRS019,2025-08-10,Completed
ENR000346,STU00115,CRS001,2025-04-21,Dropped
ENR000347,STU00115,CRS005,2025-04-13,Completed
ENR000348,STU00115,CRS002,2025-04-18,Dropped
ENR000349,STU00115,CRS004,2025-12-08,Dropped
ENR000350,STU00116,CRS015,2025-09-20,Completed
ENR000351,STU00117,CRS019,2026-01-30,Completed
ENR000352,STU00117,CRS009,2025-08-24,Completed
ENR000353,STU00118,CRS003,2025-08-05,Active
ENR000354,STU00118,CRS017,2026-01-11,Active
ENR000355,STU00119,CRS001,2026-01-29,Completed
ENR000356,STU00119,CRS012,2025-11-09,Active
ENR000357,STU00119,CRS016,2025-05-09,Active
ENR000358,STU00119,CRS008,2025-06-17,Completed
ENR000359,STU00120,CRS015,2026-03-23,Active
ENR000360,STU00120,CRS004,2025-12-01,Completed
ENR000361,STU00120,CRS009,2026-01-20,Active
ENR000362,STU00120,CRS002,2025-12-01,Completed
ENR000363,STU00120,CRS013,2025-12-01,Completed
ENR000364,STU00121,CRS001,2026-01-22,Active
ENR000365,STU00121,CRS007,2026-01-07,Active
ENR000366,STU00122,CRS010,2025-11-16,Dropped
ENR000367,STU00122,CRS002,2025-12-28,Active
ENR000368,STU00122,CRS018,2026-04-05,Dropped
ENR000369,STU00123,CRS016,2025-08-01,Dropped
ENR000370,STU00123,CRS014,2025-12-11,Completed
ENR000371,STU00123,CRS008,2026-01-24,Active
ENR000372,STU00123,CRS004,2025-10-10,Completed
ENR000373,STU00124,CRS014,2025-07-24,Active
ENR000374,STU00124,CRS013,2025-07-24,Completed
ENR000375,STU00125,CRS001,2025-06-24,Completed
ENR000376,STU00125,CRS014,2025-10-25,Completed
ENR000377,STU00126,CRS008,2025-11-04,Active
ENR000378,STU00126,CRS018,2025-12-09,Active
ENR000379,STU00127,CRS013,2025-10-23,Completed
ENR000380,STU00127,CRS008,2025-07-23,Active
ENR000381,STU00127,CRS003,2025-10-17,Active
ENR000382,STU00128,CRS010,2026-01-15,Active
ENR000383,STU00128,CRS002,2026-01-03,Dropped
ENR000384,STU00129,CRS020,2026-02-04,Completed
ENR000385,STU00129,CRS007,2025-07-23,Dropped
ENR000386,STU00130,CRS010,2025-11-22,Completed
ENR000387,STU00130,CRS002,2025-04-24,Dropped
ENR000388,STU00130,CRS009,2025-08-25,Dropped
ENR000389,STU00131,CRS019,2026-01-21,Completed
ENR000390,STU00131,CRS008,2026-01-21,Active
ENR000391,STU00131,CRS006,2026-01-21,Completed
ENR000392,STU00131,CRS002,2026-01-21,Active
ENR000393,STU00132,CRS019,2025-04-10,Completed
ENR000394,STU00132,CRS009,2025-07-13,Active
ENR000395,STU00132,CRS014,2025-07-07,Dropped
ENR000396,STU00132,CRS011,2025-08-13,Completed
ENR000397,STU00132,CRS020,2025-08-11,Completed
ENR000398,STU00133,CRS014,2026-02-15,Active
ENR000399,STU00133,CRS018,2026-02-15,Completed
ENR000400,STU00134,CRS016,2025-10-19,Active
ENR000401,STU00135,CRS001,2025-09-04,Active
ENR000402,STU00136,CRS011,2026-02-03,Completed
ENR000403,STU00137,CRS018,2025-07-04,Active
ENR000404,STU00137,CRS007,2025-06-02,Active
ENR000405,STU00137,CRS003,2025-07-16,Completed
ENR000406,STU00137,CRS005,2025-07-01,Dropped
ENR000407,STU00138,CRS006,2025-08-04,Completed
ENR000408,STU00138,CRS013,2025-12-07,Completed
ENR000409,STU00138,CRS009,2025-08-21,Dropped
ENR000410,STU00138,CRS016,2026-02-03,Dropped
ENR000411,STU00138,CRS019,2026-01-21,Active
ENR000412,STU00139,CRS011,2025-08-24,Active
ENR000413,STU00139,CRS001,2025-04-24,Active
ENR000414,STU00139,CRS015,2025-12-26,Completed
ENR000415,STU00139,CRS016,2025-11-23,Completed
ENR000416,STU00139,CRS007,2025-04-28,Completed
ENR000417,STU00140,CRS009,2025-06-24,Active
ENR000418,STU00141,CRS019,2025-09-06,Active
ENR000419,STU00141,CRS004,2026-02-16,Completed
ENR000420,STU00141,CRS015,2025-10-30,Completed
ENR000421,STU00141,CRS003,2025-11-21,Active
ENR000422,STU00142,CRS010,2026-01-21,Active
ENR000423,STU00142,CRS020,2025-07-09,Active
ENR000424,STU00142,CRS019,2025-11-23,Active
ENR000425,STU00142,CRS013,2025-11-27,Completed
ENR000426,STU00143,CRS016,2026-03-18,Active
ENR000427,STU00143,CRS010,2026-03-13,Completed
ENR000428,STU00143,CRS014,2025-06-15,Active
ENR000429,STU00143,CRS013,2025-05-06,Active
ENR000430,STU00143,CRS008,2025-07-16,Active
ENR000431,STU00144,CRS011,2025-04-26,Dropped
ENR000432,STU00144,CRS006,2025-05-23,Completed
ENR000433,STU00144,CRS001,2025-08-30,Completed
ENR000434,STU00144,CRS015,2026-02-08,Dropped
ENR000435,STU00145,CRS004,2026-01-27,Active
ENR000436,STU00145,CRS003,2026-01-27,Active
ENR000437,STU00146,CRS003,2025-10-19,Completed
ENR000438,STU00146,CRS007,2025-04-10,Completed
ENR000439,STU00146,CRS005,2025-11-23,Active
ENR000440,STU00146,CRS001,2025-07-12,Active
ENR000441,STU00146,CRS004,2026-02-16,Completed
ENR000442,STU00147,CRS007,2025-06-12,Dropped
ENR000443,STU00148,CRS010,2026-03-22,Active
ENR000444,STU00148,CRS001,2025-10-08,Completed
ENR000445,STU00148,CRS013,2026-03-15,Active
ENR000446,STU00148,CRS015,2025-10-14,Completed
ENR000447,STU00148,CRS006,2025-08-25,Active
ENR000448,STU00149,CRS015,2026-01-13,Active
ENR000449,STU00150,CRS010,2025-12-31,Active
ENR000450,STU00150,CRS005,2025-12-31,Active
ENR000451,STU00150,CRS016,2025-12-31,Completed
ENR000452,STU00150,CRS006,2025-12-31,Completed
ENR000453,STU00151,CRS009,2025-05-02,Completed
ENR000454,STU00151,CRS015,2025-12-19,Active
ENR000455,STU00151,CRS016,2025-11-21,Active
ENR000456,STU00151,CRS003,2025-07-26,Active
ENR000457,STU00152,CRS014,2025-11-12,Active
ENR000458,STU00152,CRS010,2025-11-12,Dropped
ENR000459,STU00152,CRS017,2025-12-10,Active
ENR000460,STU00153,CRS003,2026-03-13,Dropped
ENR000461,STU00153,CRS018,2026-03-13,Completed
ENR000462,STU00153,CRS016,2026-03-13,Active
ENR000463,STU00153,CRS017,2026-03-13,Completed
ENR000464,STU00153,CRS020,2026-03-13,Active
ENR000465,STU00154,CRS005,2026-01-14,Completed
ENR000466,STU00154,CRS007,2026-01-14,Active
ENR000467,STU00154,CRS015,2026-01-14,Active
ENR000468,STU00154,CRS019,2026-01-14,Active
ENR000469,STU00154,CRS020,2026-01-14,Active
ENR000470,STU00155,CRS011,2025-11-23,Active
ENR000471,STU00155,CRS010,2026-01-18,Active
ENR000472,STU00156,CRS001,2025-05-09,Active
ENR000473,STU00156,CRS017,2026-02-22,Completed
ENR000474,STU00156,CRS013,2026-02-03,Active
ENR000475,STU00157,CRS005,2025-07-24,Completed
ENR000476,STU00157,CRS013,2026-04-03,Active
ENR000477,STU00157,CRS018,2025-08-29,Dropped
ENR000478,STU00157,CRS017,2025-08-16,Completed
ENR000479,STU00157,CRS006,2026-01-08,Completed
ENR000480,STU00158,CRS002,2026-01-11,Completed
ENR000481,STU00158,CRS006,2026-02-20,Active
ENR000482,STU00158,CRS003,2025-10-11,Active
ENR000483,STU00159,CRS013,2025-09-03,Active
ENR000484,STU00160,CRS003,2025-07-01,Active
ENR000485,STU00160,CRS016,2025-12-12,Completed
ENR000486,STU00161,CRS009,2025-08-11,Active
ENR000487,STU00161,CRS010,2025-12-15,Completed
ENR000488,STU00161,CRS017,2025-07-25,Completed
ENR000489,STU00161,CRS004,2026-03-26,Active
ENR000490,STU00162,CRS017,2026-03-08,Dropped
ENR000491,STU00162,CRS010,2025-04-17,Active
ENR000492,STU00162,CRS006,2025-05-09,Active
ENR000493,STU00163,CRS010,2025-08-25,Active
ENR000494,STU00164,CRS011,2025-09-06,Completed
ENR000495,STU00164,CRS012,2025-07-20,Dropped
ENR000496,STU00164,CRS013,2025-07-24,Completed
ENR000497,STU00164,CRS019,2025-11-05,Active
ENR000498,STU00164,CRS016,2026-02-01,Dropped
ENR000499,STU00165,CRS009,2025-10-29,Completed
ENR000500,STU00165,CRS014,2026-03-11,Completed
ENR000501,STU00166,CRS020,2026-01-16,Active
ENR000502,STU00166,CRS012,2026-01-01,Completed
ENR000503,STU00166,CRS011,2025-10-06,Completed
ENR000504,STU00166,CRS009,2025-10-29,Active
ENR000505,STU00167,CRS011,2026-03-05,Active
ENR000506,STU00167,CRS005,2026-03-05,Active
ENR000507,STU00168,CRS011,2026-04-03,Completed
ENR000508,STU00169,CRS013,2026-03-25,Dropped
ENR000509,STU00169,CRS017,2026-03-30,Completed
ENR000510,STU00170,CRS014,2025-09-26,Active
ENR000511,STU00170,CRS005,2026-02-07,Active
ENR000512,STU00170,CRS011,2025-05-01,Active
ENR000513,STU00171,CRS002,2025-12-16,Active
ENR000514,STU00171,CRS006,2025-07-16,Completed
ENR000515,STU00171,CRS014,2025-12-16,Active
ENR000516,STU00171,CRS011,2025-07-16,Active
ENR000517,STU00172,CRS016,2026-02-15,Completed
ENR000518,STU00172,CRS007,2025-07-05,Active
ENR000519,STU00173,CRS006,2026-03-10,Active
ENR000520,STU00173,CRS002,2025-07-17,Completed
ENR000521,STU00173,CRS001,2026-01-14,Completed
