assessment_id,student_id,module_id,course_id,attempt_number,score,max_score,assessment_date,time_taken_minutes,passed
ASS0000031,STU00002,MOD00025,CRS004,1,98,100,2025-12-18,26,True
ASS0000032,STU00002,MOD00026,CRS004,1,85,100,2025-12-10,58,True
ASS0000033,STU00002,MOD00026,CRS004,2,55,100,2025-12-10,53,True
ASS0000034,STU00002,MOD00026,CRS004,3,77,100,2025-12-08,56,True
ASS0000035,STU00002,MOD00029,CRS004,1,82,100,2025-11-26,44,True
ASS0000036,STU00002,MOD00029,CRS004,2,56,100,2025-11-22,35,False
ASS0000037,STU00002,MOD00031,CRS004,1,52,100,2025-11-14,58,True
ASS0000038,STU00002,MOD00032,CRS004,1,62,100,2025-11-24,29,False
ASS0000039,STU00002,MOD00032,CRS004,2,69,100,2025-11-22,52,True
ASS0000040,STU00002,MOD00035,CRS005,1,89,100,2025-06-29,48,True
ASS0000041,STU00002,MOD00037,CRS005,1,67,100,2025-07-27,42,True
ASS0000042,STU00002,MOD00038,CRS005,1,90,100,2025-05-18,46,True
ASS0000043,STU00002,MOD00038,CRS005,2,49,100,2025-05-20,35,True
ASS0000044,STU00002,MOD00038,CRS005,3,97,100,2025-05-19,48,True
ASS0000045,STU00002,MOD00040,CRS005,1,82,100,2025-06-11,49,False
ASS0000046,STU00003,MOD00026,CRS004,1,87,100,2026-01-25,59,True
ASS0000047,STU00003,MOD00026,CRS004,2,93,100,2026-01-26,49,True
ASS0000048,STU00003,MOD00028,CRS004,1,87,100,2026-01-21,28,True
ASS0000049,STU00003,MOD00028,CRS004,2,74,100,2026-01-22,37,True
ASS0000050,STU00003,MOD00029,CRS004,1,50,100,2025-12-08,28,True
ASS0000051,STU00003,MOD00029,CRS004,2,56,100,2025-12-05,25,False
ASS0000052,STU00003,MOD00030,CRS004,1,84,100,2026-01-30,35,False
ASS0000053,STU00003,MOD00031,CRS004,1,71,100,2026-01-09,53,True
ASS0000054,STU00003,MOD00031,CRS004,2,93,100,2026-01-12,27,True
ASS0000055,STU00003,MOD00089,CRS012,1,82,100,2025-12-23,44,False
ASS0000056,STU00003,MOD00089,CRS012,2,64,100,2025-12-23,58,True
ASS0000057,STU00003,MOD00090,CRS012,1,35,100,2026-01-04,22,True
ASS0000058,STU00003,MOD00090,CRS012,2,81,100,2025-12-31,37,True
ASS0000059,STU00003,MOD00092,CRS012,1,76,100,2026-01-03,40,True
ASS0000060,STU00003,MOD00094,CRS012,1,83,100,2026-01-29,46,True
ASS0000061,STU00003,MOD00094,CRS012,2,82,100,2026-02-01,31,True
ASS0000062,STU00003,MOD00094,CRS012,3,72,100,2026-01-28,54,True
ASS0000063,STU00003,MOD00095,CRS012,1,47,100,2025-12-31,26,True
ASS0000064,STU00003,MOD00095,CRS012,2,75,100,2026-01-05,22,True
ASS0000065,STU00003,MOD00096,CRS012,1,53,100,2026-01-21,29,True
ASS0000066,STU00003,MOD00115,CRS015,1,68,100,2025-12-11,23,False
ASS0000067,STU00003,MOD00116,CRS015,1,42,100,2025-12-03,60,True
ASS0000068,STU00003,MOD00116,CRS015,2,76,100,2025-12-04,19,True
ASS0000069,STU00003,MOD00118,CRS015,1,99,100,2025-12-15,21,True
ASS0000070,STU00003,MOD00120,CRS015,1,84,100,2026-01-16,20,False
ASS0000071,STU00003,MOD00120,CRS015,2,79,100,2026-01-15,20,True
ASS0000072,STU00003,MOD00120,CRS015,3,53,100,2026-01-17,11,True
ASS0000073,STU00003,MOD00054,CRS007,1,73,100,2026-01-12,45,True
ASS0000074,STU00003,MOD00055,CRS007,1,56,100,2026-01-31,29,False
ASS0000075,STU00003,MOD00055,CRS007,2,98,100,2026-01-31,29,True
ASS0000076,STU00003,MOD00056,CRS007,1,32,100,2026-01-04,57,True
ASS0000077,STU00003,MOD00056,CRS007,2,96,100,2026-01-03,17,False
ASS0000078,STU00003,MOD00036,CRS005,1,67,100,2026-02-11,47,True
ASS0000079,STU00003,MOD00037,CRS005,1,51,100,2026-01-10,53,True
ASS0000080,STU00003,MOD00037,CRS005,2,36,100,2026-01-10,25,True
ASS0000081,STU00003,MOD00037,CRS005,3,54,100,2026-01-09,53,True
ASS0000082,STU00003,MOD00039,CRS005,1,74,100,2026-02-10,45,True
ASS0000083,STU00004,MOD00155,CRS020,1,64,100,2025-12-14,44,True
ASS0000084,STU00005,MOD00066,CRS009,1,87,100,2025-12-19,53,True
ASS0000085,STU00005,MOD00067,CRS009,1,40,100,2025-12-01,49,True
ASS0000086,STU00005,MOD00067,CRS009,2,36,100,2025-11-30,16,True
ASS0000087,STU00005,MOD00067,CRS009,3,92,100,2025-11-30,57,True
ASS0000088,STU00005,MOD00068,CRS009,1,74,100,2026-01-25,60,True
ASS0000089,STU00005,MOD00069,CRS009,1,72,100,2025-12-22,41,True
ASS0000090,STU00005,MOD00072,CRS009,1,61,100,2025-11-18,49,True
ASS0000091,STU00005,MOD00072,CRS009,2,62,100,2025-11-17,40,False
ASS0000092,STU00005,MOD00072,CRS009,3,85,100,2025-11-20,58,True
ASS0000093,STU00005,MOD00041,CRS006,1,66,100,2026-01-24,12,True
ASS0000094,STU00005,MOD00041,CRS006,2,60,100,2026-01-24,27,True
ASS0000095,STU00005,MOD00042,CRS006,1,71,100,2026-04-07,50,True
ASS0000096,STU00005,MOD00042,CRS006,2,90,100,2026-04-03,43,True
ASS0000097,STU00005,MOD00045,CRS006,1,49,100,2026-03-26,35,True
ASS0000098,STU00005,MOD00045,CRS006,2,78,100,2026-03-26,28,True
ASS0000099,STU00005,MOD00097,CRS013,1,83,100,2025-12-07,32,True
ASS0000100,STU00005,MOD00097,CRS013,2,31,100,2025-12-05,15,True
ASS0000101,STU00005,MOD00097,CRS013,3,85,100,2025-12-06,22,False
ASS0000102,STU00005,MOD00101,CRS013,1,33,100,2025-10-11,40,True
ASS0000103,STU00005,MOD00101,CRS013,2,37,100,2025-10-12,54,True
ASS0000104,STU00005,MOD00101,CRS013,3,80,100,2025-10-08,38,True
ASS0000105,STU00005,MOD00104,CRS013,1,30,100,2025-10-18,46,False
ASS0000106,STU00005,MOD00104,CRS013,2,31,100,2025-10-15,13,True
ASS0000107,STU00005,MOD00104,CRS013,3,82,100,2025-10-17,31,True
ASS0000108,STU00005,MOD00073,CRS010,1,37,100,2025-12-06,12,True
ASS0000109,STU00005,MOD00073,CRS010,2,90,100,2025-12-03,34,True
ASS0000110,STU00005,MOD00073,CRS010,3,69,100,2025-12-03,44,True
ASS0000111,STU00005,MOD00074,CRS010,1,34,100,2025-10-27,42,True
ASS0000112,STU00005,MOD00074,CRS010,2,74,100,2025-10-28,49,True
ASS0000113,STU00005,MOD00074,CRS010,3,71,100,2025-10-29,38,True
ASS0000114,STU00005,MOD00075,CRS010,1,69,100,2025-12-15,56,False
ASS0000115,STU00005,MOD00076,CRS010,1,84,100,2025-10-08,15,True
ASS0000116,STU00005,MOD00076,CRS010,2,50,100,2025-10-09,15,True
ASS0000117,STU00005,MOD00077,CRS010,1,32,100,2025-12-01,47,False
ASS0000118,STU00005,MOD00077,CRS010,2,45,100,2025-11-30,29,True
ASS0000119,STU00005,MOD00077,CRS010,3,52,100,2025-11-29,12,True
ASS0000120,STU00005,MOD00078,CRS010,1,54,100,2025-11-24,14,True
ASS0000121,STU00005,MOD00078,CRS010,2,78,100,2025-11-21,45,False
ASS0000122,STU00005,MOD00078,CRS010,3,83,100,2025-11-20,57,True
ASS0000123,STU00005,MOD00079,CRS010,1,57,100,2025-12-19,59,True
ASS0000124,STU00005,MOD00079,CRS010,2,65,100,2025-12-17,48,False
ASS0000125,STU00005,MOD00090,CRS012,1,67,100,2025-12-25,51,True
ASS0000126,STU00005,MOD00090,CRS012,2,79,100,2025-12-27,47,True
ASS0000127,STU00005,MOD00090,CRS012,3,68,100,2025-12-27,38,False
ASS0000128,STU00005,MOD00096,CRS012,1,87,100,2025-12-22,39,True
ASS0000129,STU00006,MOD00003,CRS001,1,67,100,2025-12-11,56,True
ASS0000130,STU00006,MOD00003,CRS001,2,80,100,2025-12-07,58,True
ASS0000131,STU00006,MOD00004,CRS001,1,68,100,2025-11-20,59,True
ASS0000132,STU00006,MOD00004,CRS001,2,62,100,2025-11-21,17,False
ASS0000133,STU00006,MOD00004,CRS001,3,90,100,2025-11-20,14,True
ASS0000134,STU00006,MOD00005,CRS001,1,79,100,2025-12-17,57,True
ASS0000135,STU00006,MOD00005,CRS001,2,63,100,2025-12-15,50,False
ASS0000136,STU00006,MOD00006,CRS001,1,52,100,2026-01-12,43,True
ASS0000137,STU00006,MOD00006,CRS001,2,73,100,2026-01-12,32,True
ASS0000138,STU00006,MOD00008,CRS001,1,53,100,2025-11-09,54,True
ASS0000139,STU00006,MOD00121,CRS016,1,34,100,2026-05-15,34,True
ASS0000140,STU00006,MOD00121,CRS016,2,57,100,2026-05-15,10,False
ASS0000141,STU00006,MOD00122,CRS016,1,51,100,2026-04-22,58,True
ASS0000142,STU00006,MOD00123,CRS016,1,74,100,2026-04-09,37,True
ASS0000143,STU00006,MOD00123,CRS016,2,74,100,2026-04-09,52,True
ASS0000144,STU00006,MOD00124,CRS016,1,60,100,2026-03-25,20,True
ASS0000145,STU00006,MOD00125,CRS016,1,59,100,2026-04-13,40,True
ASS0000146,STU00006,MOD00125,CRS016,2,72,100,2026-04-12,52,True
ASS0000147,STU00006,MOD00126,CRS016,1,35,100,2026-04-22,40,True
ASS0000148,STU00006,MOD00126,CRS016,2,56,100,2026-04-25,52,False
ASS0000149,STU00006,MOD00127,CRS016,1,62,100,2026-05-12,39,True
ASS0000150,STU00006,MOD00127,CRS016,2,86,100,2026-05-11,37,True
ASS0000151,STU00006,MOD00127,CRS016,3,61,100,2026-05-09,13,True
ASS0000152,STU00006,MOD00027,CRS004,1,89,100,2026-01-23,30,True
ASS0000153,STU00006,MOD00027,CRS004,2,62,100,2026-01-23,29,True
ASS0000154,STU00006,MOD00027,CRS004,3,77,100,2026-01-26,60,True
ASS0000155,STU00006,MOD00129,CRS017,1,53,100,2025-07-02,41,True
ASS0000156,STU00006,MOD00131,CRS017,1,90,100,2025-05-22,25,False
ASS0000157,STU00006,MOD00131,CRS017,2,76,100,2025-05-27,46,True
ASS0000158,STU00006,MOD00131,CRS017,3,63,100,2025-05-24,60,False
ASS0000159,STU00006,MOD00136,CRS017,1,72,100,2025-06-21,24,True
ASS0000160,STU00006,MOD00136,CRS017,2,79,100,2025-06-20,44,False
ASS0000161,STU00007,MOD00035,CRS005,1,84,100,2025-09-21,33,True
ASS0000162,STU00007,MOD00137,CRS018,1,91,100,2026-01-11,38,True
ASS0000163,STU00007,MOD00138,CRS018,1,73,100,2026-02-05,15,True
ASS0000164,STU00007,MOD00138,CRS018,2,87,100,2026-02-04,52,False
ASS0000165,STU00007,MOD00139,CRS018,1,95,100,2026-03-20,49,True
ASS0000166,STU00007,MOD00140,CRS018,1,31,100,2026-02-03,50,True
ASS0000167,STU00007,MOD00140,CRS018,2,71,100,2026-02-04,37,True
ASS0000168,STU00007,MOD00141,CRS018,1,75,100,2026-01-17,15,False
ASS0000169,STU00007,MOD00142,CRS018,1,64,100,2026-02-26,32,True
ASS0000170,STU00007,MOD00142,CRS018,2,65,100,2026-02-21,45,False
ASS0000171,STU00007,MOD00142,CRS018,3,57,100,2026-02-21,49,True
ASS0000172,STU00007,MOD00143,CRS018,1,51,100,2026-01-24,49,True
ASS0000173,STU00007,MOD00143,CRS018,2,72,100,2026-01-25,52,True
ASS0000174,STU00007,MOD00084,CRS011,1,62,100,2025-07-29,19,False
ASS0000175,STU00007,MOD00086,CRS011,1,87,100,2025-07-24,57,False
ASS0000176,STU00007,MOD00086,CRS011,2,48,100,2025-07-23,31,True
ASS0000177,STU00007,MOD00086,CRS011,3,84,100,2025-07-23,35,True
ASS0000178,STU00007,MOD00088,CRS011,1,49,100,2025-09-05,25,True
ASS0000179,STU00007,MOD00088,CRS011,2,44,100,2025-09-01,19,True
ASS0000180,STU00007,MOD00088,CRS011,3,59,100,2025-09-06,39,True
ASS0000181,STU00008,MOD00001,CRS001,1,35,100,2026-05-23,10,True
ASS0000182,STU00008,MOD00001,CRS001,2,60,100,2026-05-19,13,False
ASS0000183,STU00008,MOD00001,CRS001,3,64,100,2026-05-23,53,False
ASS0000184,STU00008,MOD00002,CRS001,1,50,100,2026-04-01,54,False
ASS0000185,STU00008,MOD00002,CRS001,2,85,100,2026-04-03,34,True
ASS0000186,STU00008,MOD00002,CRS001,3,67,100,2026-04-02,59,True
ASS0000187,STU00008,MOD00003,CRS001,1,88,100,2026-05-29,10,True
ASS0000188,STU00008,MOD00004,CRS001,1,53,100,2026-06-03,19,False
ASS0000189,STU00008,MOD00004,CRS001,2,72,100,2026-06-01,54,True
ASS0000190,STU00008,MOD00004,CRS001,3,55,100,2026-05-31,35,True
ASS0000191,STU00008,MOD00006,CRS001,1,59,100,2026-05-07,28,True
ASS0000192,STU00008,MOD00008,CRS001,1,56,100,2026-03-30,44,True
ASS0000193,STU00008,MOD00008,CRS001,2,98,100,2026-03-28,43,False
ASS0000194,STU00008,MOD00146,CRS019,1,76,100,2026-05-02,51,True
ASS0000195,STU00008,MOD00146,CRS019,2,74,100,2026-05-02,39,False
ASS0000196,STU00008,MOD00146,CRS019,3,93,100,2026-04-29,29,True
ASS0000197,STU00008,MOD00147,CRS019,1,94,100,2026-04-03,59,False
ASS0000198,STU00008,MOD00149,CRS019,1,67,100,2026-05-20,46,True
ASS0000199,STU00008,MOD00149,CRS019,2,69,100,2026-05-16,15,True
ASS0000200,STU00008,MOD00151,CRS019,1,37,100,2026-05-04,42,True
ASS0000201,STU00008,MOD00151,CRS019,2,98,100,2026-05-03,56,True
ASS0000202,STU00008,MOD00152,CRS019,1,71,100,2026-04-11,54,False
ASS0000203,STU00008,MOD00152,CRS019,2,74,100,2026-04-11,37,True
ASS0000204,STU00008,MOD00152,CRS019,3,90,100,2026-04-09,13,True
ASS0000205,STU00008,MOD00113,CRS015,1,44,100,2025-11-13,52,True
ASS0000206,STU00008,MOD00113,CRS015,2,73,100,2025-11-11,57,True
ASS0000207,STU00008,MOD00114,CRS015,1,82,100,2025-10-17,18,True
ASS0000208,STU00008,MOD00116,CRS015,1,88,100,2025-11-06,52,True
ASS0000209,STU00008,MOD00117,CRS015,1,59,100,2025-11-28,54,False
ASS0000210,STU00008,MOD00119,CRS015,1,45,100,2025-10-15,59,True
ASS0000211,STU00008,MOD00119,CRS015,2,91,100,2025-10-18,57,False
ASS0000212,STU00008,MOD00029,CRS004,1,32,100,2026-05-28,59,True
ASS0000213,STU00008,MOD00029,CRS004,2,53,100,2026-05-26,37,True
ASS0000214,STU00008,MOD00030,CRS004,1,57,100,2026-07-02,13,False
ASS0000215,STU00008,MOD00030,CRS004,2,96,100,2026-07-03,39,True
ASS0000216,STU00008,MOD00032,CRS004,1,64,100,2026-06-19,41,False
ASS0000217,STU00009,MOD00050,CRS007,1,57,100,2025-12-15,25,False
ASS0000218,STU00009,MOD00050,CRS007,2,74,100,2025-12-17,16,True
ASS0000219,STU00009,MOD00050,CRS007,3,99,100,2025-12-18,29,True
ASS0000220,STU00009,MOD00052,CRS007,1,100,100,2025-11-22,43,False
ASS0000221,STU00009,MOD00053,CRS007,1,69,100,2025-10-26,17,True
ASS0000222,STU00009,MOD00053,CRS007,2,64,100,2025-10-29,52,True
ASS0000223,STU00009,MOD00054,CRS007,1,55,100,2025-11-16,24,False
ASS0000224,STU00009,MOD00054,CRS007,2,75,100,2025-11-12,14,True
ASS0000225,STU00009,MOD00055,CRS007,1,72,100,2025-10-29,22,True
ASS0000226,STU00009,MOD00055,CRS007,2,40,100,2025-10-27,13,True
ASS0000227,STU00009,MOD00055,CRS007,3,82,100,2025-10-30,57,True
ASS0000228,STU00009,MOD00056,CRS007,1,78,100,2025-12-24,43,True
ASS0000229,STU00009,MOD00056,CRS007,2,67,100,2025-12-26,49,False
ASS0000230,STU00009,MOD00065,CRS009,1,60,100,2025-08-02,15,True
ASS0000231,STU00009,MOD00068,CRS009,1,73,100,2025-08-31,12,True
ASS0000232,STU00009,MOD00069,CRS009,1,61,100,2025-08-01,53,True
ASS0000233,STU00009,MOD00069,CRS009,2,65,100,2025-08-01,57,True
ASS0000234,STU00009,MOD00069,CRS009,3,83,100,2025-08-05,26,False
ASS0000235,STU00009,MOD00072,CRS009,1,56,100,2025-08-27,10,True
ASS0000236,STU00009,MOD00057,CRS008,1,56,100,2026-04-20,26,True
ASS0000237,STU00009,MOD00058,CRS008,1,54,100,2026-03-06,43,True
ASS0000238,STU00009,MOD00058,CRS008,2,66,100,2026-03-07,32,True
ASS0000239,STU00009,MOD00058,CRS008,3,95,100,2026-03-05,51,True
ASS0000240,STU00009,MOD00061,CRS008,1,87,100,2026-03-21,49,True
ASS0000241,STU00009,MOD00061,CRS008,2,93,100,2026-03-18,32,False
ASS0000242,STU00009,MOD00062,CRS008,1,87,100,2026-03-08,46,True
ASS0000243,STU00009,MOD00063,CRS008,1,41,100,2026-04-08,40,False
ASS0000244,STU00009,MOD00063,CRS008,2,50,100,2026-04-06,51,True
ASS0000245,STU00009,MOD00064,CRS008,1,89,100,2026-01-28,52,True
ASS0000246,STU00009,MOD00064,CRS008,2,83,100,2026-01-26,31,True
ASS0000247,STU00009,MOD00082,CRS011,1,35,100,2026-04-10,25,True
ASS0000248,STU00009,MOD00082,CRS011,2,50,100,2026-04-12,49,True
ASS0000249,STU00009,MOD00083,CRS011,1,54,100,2026-02-12,54,True
ASS0000250,STU00009,MOD00083,CRS011,2,76,100,2026-02-13,18,True
ASS0000251,STU00009,MOD00084,CRS011,1,100,100,2026-04-06,43,True
ASS0000252,STU00009,MOD00085,CRS011,1,47,100,2026-03-17,58,True
ASS0000253,STU00009,MOD00085,CRS011,2,73,100,2026-03-18,19,True
ASS0000254,STU00009,MOD00087,CRS011,1,36,100,2026-02-25,41,True
ASS0000255,STU00009,MOD00087,CRS011,2,68,100,2026-02-24,29,True
ASS0000256,STU00009,MOD00088,CRS011,1,32,100,2026-03-02,23,True
ASS0000257,STU00009,MOD00088,CRS011,2,60,100,2026-03-03,58,True
ASS0000258,STU00009,MOD00088,CRS011,3,79,100,2026-03-02,57,True
ASS0000259,STU00009,MOD00073,CRS010,1,33,100,2025-06-28,40,True
ASS0000260,STU00009,MOD00073,CRS010,2,39,100,2025-06-28,31,True
ASS0000261,STU00009,MOD00073,CRS010,3,69,100,2025-06-28,47,True
ASS0000262,STU00009,MOD00075,CRS010,1,49,100,2025-06-27,19,True
ASS0000263,STU00009,MOD00075,CRS010,2,42,100,2025-06-23,19,True
ASS0000264,STU00009,MOD00075,CRS010,3,96,100,2025-06-28,25,True
ASS0000265,STU00009,MOD00076,CRS010,1,53,100,2025-06-23,36,False
ASS0000266,STU00009,MOD00076,CRS010,2,80,100,2025-06-27,28,True
ASS0000267,STU00009,MOD00076,CRS010,3,86,100,2025-06-24,25,True
ASS0000268,STU00009,MOD00080,CRS010,1,75,100,2025-07-26,13,True
ASS0000269,STU00009,MOD00080,CRS010,2,80,100,2025-07-31,43,True
ASS0000270,STU00010,MOD00017,CRS003,1,83,100,2026-01-06,24,True
ASS0000271,STU00010,MOD00017,CRS003,2,54,100,2026-01-04,53,True
ASS0000272,STU00010,MOD00017,CRS003,3,55,100,2026-01-02,27,False
ASS0000273,STU00010,MOD00018,CRS003,1,33,100,2026-01-11,48,True
ASS0000274,STU00010,MOD00018,CRS003,2,34,100,2026-01-10,54,True
ASS0000275,STU00010,MOD00018,CRS003,3,58,100,2026-01-12,13,True
ASS0000276,STU00010,MOD00021,CRS003,1,68,100,2025-11-18,52,True
ASS0000277,STU00010,MOD00022,CRS003,1,49,100,2026-01-17,22,True
ASS0000278,STU00010,MOD00022,CRS003,2,35,100,2026-01-19,30,True
ASS0000279,STU00010,MOD00022,CRS003,3,58,100,2026-01-20,26,True
ASS0000280,STU00010,MOD00023,CRS003,1,40,100,2025-10-29,33,False
ASS0000281,STU00010,MOD00023,CRS003,2,69,100,2025-11-03,13,False
ASS0000282,STU00010,MOD00023,CRS003,3,87,100,2025-11-01,50,True
ASS0000283,STU00010,MOD00024,CRS003,1,61,100,2025-11-04,15,True
ASS0000284,STU00010,MOD00024,CRS003,2,57,100,2025-10-31,22,True
ASS0000285,STU00010,MOD00051,CRS007,1,78,100,2025-05-30,33,True
ASS0000286,STU00010,MOD00051,CRS007,2,62,100,2025-05-31,34,True
ASS0000287,STU00010,MOD00053,CRS007,1,52,100,2025-06-01,14,True
ASS0000288,STU00010,MOD00055,CRS007,1,41,100,2025-05-27,60,True
ASS0000289,STU00010,MOD00055,CRS007,2,72,100,2025-05-25,45,True
ASS0000290,STU00010,MOD00055,CRS007,3,77,100,2025-05-28,30,True
ASS0000291,STU00010,MOD00056,CRS007,1,76,100,2025-06-08,39,True
ASS0000292,STU00010,MOD00075,CRS010,1,76,100,2025-07-03,49,True
ASS0000293,STU00010,MOD00076,CRS010,1,58,100,2025-07-28,16,True
ASS0000294,STU00010,MOD00076,CRS010,2,77,100,2025-07-28,22,True
ASS0000295,STU00010,MOD00079,CRS010,1,37,100,2025-09-04,40,True
ASS0000296,STU00010,MOD00079,CRS010,2,66,100,2025-09-01,24,True
ASS0000297,STU00010,MOD00079,CRS010,3,53,100,2025-09-06,30,True
ASS0000298,STU00010,MOD00080,CRS010,1,46,100,2025-09-04,18,False
ASS0000299,STU00010,MOD00080,CRS010,2,63,100,2025-09-06,46,True
ASS0000300,STU00010,MOD00080,CRS010,3,55,100,2025-09-02,13,True
ASS0000301,STU00010,MOD00089,CRS012,1,66,100,2026-02-14,56,True
ASS0000302,STU00010,MOD00089,CRS012,2,63,100,2026-02-09,44,True
ASS0000303,STU00010,MOD00091,CRS012,1,66,100,2026-02-20,45,False
ASS0000304,STU00010,MOD00091,CRS012,2,40,100,2026-02-20,50,False
ASS0000305,STU00010,MOD00091,CRS012,3,92,100,2026-02-17,18,False
ASS0000306,STU00010,MOD00010,CRS002,1,69,100,2025-06-25,43,True
ASS0000307,STU00010,MOD00010,CRS002,2,44,100,2025-06-21,59,True
ASS0000308,STU00010,MOD00010,CRS002,3,56,100,2025-06-24,13,False
ASS0000309,STU00010,MOD00013,CRS002,1,50,100,2025-06-28,49,True
ASS0000310,STU00010,MOD00016,CRS002,1,57,100,2025-08-03,22,True
ASS0000311,STU00010,MOD00016,CRS002,2,83,100,2025-08-04,56,True
ASS0000312,STU00010,MOD00016,CRS002,3,93,100,2025-08-02,30,True
ASS0000313,STU00011,MOD00066,CRS009,1,95,100,2025-11-05,58,True
ASS0000314,STU00011,MOD00067,CRS009,1,59,100,2025-12-22,15,False
ASS0000315,STU00011,MOD00068,CRS009,1,85,100,2025-11-01,45,True
ASS0000316,STU00011,MOD00068,CRS009,2,84,100,2025-10-30,46,True
ASS0000317,STU00011,MOD00068,CRS009,3,84,100,2025-10-30,47,True
ASS0000318,STU00011,MOD00070,CRS009,1,65,100,2025-11-26,25,True
ASS0000319,STU00011,MOD00071,CRS009,1,48,100,2025-12-09,26,True
ASS0000320,STU00011,MOD00071,CRS009,2,51,100,2025-12-06,24,True
ASS0000321,STU00011,MOD00072,CRS009,1,57,100,2025-11-04,27,True
ASS0000322,STU00011,MOD00081,CRS011,1,79,100,2025-08-12,43,True
ASS0000323,STU00011,MOD00081,CRS011,2,51,100,2025-08-14,60,False
ASS0000324,STU00011,MOD00081,CRS011,3,70,100,2025-08-17,45,True
ASS0000325,STU00011,MOD00106,CRS014,1,58,100,2025-10-30,24,True
ASS0000326,STU00011,MOD00106,CRS014,2,32,100,2025-10-26,43,True
ASS0000327,STU00011,MOD00106,CRS014,3,83,100,2025-10-25,36,True
ASS0000328,STU00011,MOD00107,CRS014,1,40,100,2025-12-02,21,True
ASS0000329,STU00011,MOD00107,CRS014,2,60,100,2025-11-30,10,True
ASS0000330,STU00011,MOD00107,CRS014,3,91,100,2025-11-30,23,True
ASS0000331,STU00011,MOD00111,CRS014,1,56,100,2025-10-06,38,True
ASS0000332,STU00011,MOD00111,CRS014,2,38,100,2025-10-01,58,True
ASS0000333,STU00011,MOD00111,CRS014,3,58,100,2025-10-02,44,True
ASS0000334,STU00011,MOD00112,CRS014,1,86,100,2025-10-26,48,True
ASS0000335,STU00011,MOD00112,CRS014,2,76,100,2025-10-29,48,True
ASS0000336,STU00011,MOD00121,CRS016,1,88,100,2025-12-18,11,True
ASS0000337,STU00011,MOD00121,CRS016,2,64,100,2025-12-21,26,True
ASS0000338,STU00011,MOD00121,CRS016,3,79,100,2025-12-22,60,True
ASS0000339,STU00011,MOD00123,CRS016,1,90,100,2025-11-26,56,True
ASS0000340,STU00011,MOD00123,CRS016,2,94,100,2025-11-25,32,True
ASS0000341,STU00011,MOD00126,CRS016,1,60,100,2025-11-27,11,False
ASS0000342,STU00011,MOD00126,CRS016,2,61,100,2025-11-26,14,False
ASS0000343,STU00012,MOD00089,CRS012,1,78,100,2026-05-13,59,True
ASS0000344,STU00012,MOD00089,CRS012,2,57,100,2026-05-14,36,True
ASS0000345,STU00012,MOD00090,CRS012,1,47,100,2026-04-05,11,True
ASS0000346,STU00012,MOD00090,CRS012,2,73,100,2026-04-03,43,True
ASS0000347,STU00012,MOD00090,CRS012,3,99,100,2026-04-03,23,True
