progress_id,student_id,module_id,course_id,start_date,completion_date,completion_status,time_spent_hours,progress_percentage
PRG0000078,STU00005,MOD00124,CRS016,2026-01-23,2026-03-10,Completed,4.16,67
PRG0000079,STU00006,MOD00129,CRS017,2025-09-11,2025-11-26,Not Started,5.04,8
PRG0000080,STU00006,MOD00130,CRS017,2025-09-28,2025-10-29,Completed,5.3,22
PRG0000081,STU00006,MOD00131,CRS017,2025-09-30,2025-09-10,Completed,1.55,89
PRG0000082,STU00006,MOD00132,CRS017,2025-09-04,2025-09-27,Completed,4.14,37
PRG0000083,STU00006,MOD00133,CRS017,2025-09-21,2025-11-09,Not Started,6.92,53
PRG0000084,STU00006,MOD00134,CRS017,2025-09-20,2025-09-03,Completed,1.69,29
PRG0000085,STU00006,MOD00135,CRS017,2025-09-16,2025-11-22,Completed,7.37,83
PRG0000086,STU00006,MOD00136,CRS017,2025-09-10,2025-11-02,Completed,6.57,70
PRG0000087,STU00007,MOD00009,CRS002,2025-06-15,2025-08-18,Completed,10.87,21
PRG0000088,STU00007,MOD00010,CRS002,2025-06-13,2025-08-07,Completed,4.6,6
PRG0000089,STU00007,MOD00011,CRS002,2025-06-15,2025-08-04,Not Started,6.88,20
PRG0000090,STU00007,MOD00012,CRS002,2025-06-15,2025-06-30,Not Started,7.71,88
PRG0000091,STU00007,MOD00013,CRS002,2025-07-01,2025-06-26,Completed,2.46,40
PRG0000092,STU00007,MOD00014,CRS002,2025-06-20,2025-07-10,Completed,2.33,90
PRG0000093,STU00007,MOD00015,CRS002,2025-06-16,2025-07-21,Completed,6.61,20
PRG0000094,STU00007,MOD00016,CRS002,2025-06-09,2025-06-10,Completed,6.49,18
PRG0000095,STU00008,MOD00034,CRS005,2026-04-23,2026-06-09,Not Started,3.65,90
PRG0000096,STU00008,MOD00035,CRS005,2026-04-28,2026-05-08,Not Started,11.56,73
PRG0000097,STU00008,MOD00036,CRS005,2026-04-25,2026-06-12,In Progress,9.76,43
PRG0000098,STU00008,MOD00037,CRS005,2026-04-23,2026-06-01,Not Started,1.28,70
PRG0000099,STU00008,MOD00038,CRS005,2026-03-31,2026-05-22,In Progress,1.77,45
PRG0000100,STU00008,MOD00039,CRS005,2026-04-01,2026-06-17,In Progress,5.67,28
PRG0000101,STU00008,MOD00040,CRS005,2026-04-24,2026-05-06,Completed,1.54,57
PRG0000102,STU00008,MOD00057,CRS008,2026-01-04,2025-12-17,Not Started,4.16,62
PRG0000103,STU00008,MOD00058,CRS008,2025-12-24,2026-02-09,Not Started,8.27,46
PRG0000104,STU00008,MOD00059,CRS008,2025-12-27,2026-01-29,Completed,2.3,36
PRG0000105,STU00008,MOD00060,CRS008,2025-12-14,2026-02-01,In Progress,2.09,93
PRG0000106,STU00008,MOD00061,CRS008,2025-12-28,2026-01-28,In Progress,4.61,93
PRG0000107,STU00008,MOD00062,CRS008,2025-12-18,2026-01-28,Completed,8.34,11
PRG0000108,STU00008,MOD00063,CRS008,2025-12-14,2026-02-04,Not Started,2.84,42
PRG0000109,STU00008,MOD00064,CRS008,2026-01-04,2026-02-19,In Progress,2.11,52
PRG0000110,STU00008,MOD00017,CRS003,2026-02-07,2026-04-15,Completed,4.69,17
PRG0000111,STU00008,MOD00018,CRS003,2026-02-28,2026-03-23,Completed,2.72,38
PRG0000112,STU00008,MOD00020,CRS003,2026-02-19,2026-04-03,Completed,4.96,19
PRG0000113,STU00008,MOD00021,CRS003,2026-03-04,2026-04-25,In Progress,4.07,83
PRG0000114,STU00008,MOD00022,CRS003,2026-02-11,2026-03-28,Completed,12.33,82
PRG0000115,STU00008,MOD00023,CRS003,2026-02-05,2026-03-10,Completed,5.85,76
PRG0000116,STU00008,MOD00153,CRS020,2025-12-23,2026-01-30,In Progress,5.08,60
PRG0000117,STU00008,MOD00154,CRS020,2025-12-31,2025-12-21,Completed,11.26,2
PRG0000118,STU00008,MOD00155,CRS020,2025-12-10,2026-02-18,Completed,4.52,88
PRG0000119,STU00008,MOD00156,CRS020,2025-12-10,2025-12-12,Completed,4.99,45
PRG0000120,STU00008,MOD00157,CRS020,2025-12-14,2026-02-11,In Progress,1.73,24
PRG0000121,STU00008,MOD00158,CRS020,2025-12-10,2025-12-18,Completed,3.09,41
PRG0000122,STU00008,MOD00159,CRS020,2025-12-31,2026-03-03,In Progress,4.39,89
PRG0000123,STU00008,MOD00160,CRS020,2025-12-08,2026-02-12,Completed,8.82,1
PRG0000124,STU00009,MOD00121,CRS016,2025-11-06,2025-12-15,Completed,12.51,20
PRG0000125,STU00009,MOD00122,CRS016,2025-10-17,2025-12-17,Completed,1.38,71
PRG0000126,STU00009,MOD00153,CRS020,2026-04-27,2026-04-23,Completed,1.85,2
PRG0000127,STU00009,MOD00154,CRS020,2026-04-22,2026-07-11,Completed,12.44,76
PRG0000128,STU00009,MOD00155,CRS020,2026-04-23,2026-05-06,In Progress,1.32,15
PRG0000129,STU00009,MOD00156,CRS020,2026-05-10,2026-07-11,Completed,3.15,16
PRG0000130,STU00009,MOD00157,CRS020,2026-04-15,2026-06-07,In Progress,8.45,9
PRG0000131,STU00009,MOD00158,CRS020,2026-04-28,2026-06-08,Completed,2.35,84
PRG0000132,STU00009,MOD00159,CRS020,2026-04-14,2026-06-13,Completed,4.16,8
PRG0000133,STU00009,MOD00160,CRS020,2026-04-13,2026-04-26,In Progress,9.74,26
PRG0000134,STU00009,MOD00001,CRS001,2026-03-11,2026-04-04,Completed,2.6,95
PRG0000135,STU00009,MOD00004,CRS001,2026-02-23,2026-04-24,In Progress,8.66,64
PRG0000136,STU00009,MOD00005,CRS001,2026-02-21,2026-05-04,In Progress,8.4,91
PRG0000137,STU00009,MOD00006,CRS001,2026-02-27,2026-03-12,Not Started,6.1,92
PRG0000138,STU00009,MOD00007,CRS001,2026-02-24,2026-04-24,In Progress,4.8,89
PRG0000139,STU00009,MOD00008,CRS001,2026-03-04,2026-05-16,Not Started,3.53,45
PRG0000140,STU00009,MOD00137,CRS018,2025-11-05,2025-11-19,Completed,11.66,40
PRG0000141,STU00009,MOD00138,CRS018,2025-10-23,2025-12-26,Completed,5.95,90
PRG0000142,STU00009,MOD00139,CRS018,2025-11-12,2025-10-26,Completed,3.47,49
PRG0000143,STU00009,MOD00140,CRS018,2025-11-08,2025-11-29,In Progress,12.78,28
PRG0000144,STU00009,MOD00142,CRS018,2025-11-16,2025-12-14,Completed,1.77,60
PRG0000145,STU00009,MOD00144,CRS018,2025-10-20,2026-01-15,Completed,1.37,56
PRG0000146,STU00009,MOD00106,CRS014,2026-01-14,2026-02-23,In Progress,11.75,94
PRG0000147,STU00009,MOD00109,CRS014,2026-01-08,2026-02-15,Completed,9.02,51
PRG0000148,STU00009,MOD00110,CRS014,2026-01-28,2026-02-26,In Progress,4.9,91
PRG0000149,STU00009,MOD00112,CRS014,2026-01-26,2026-03-26,Not Started,1.71,85
PRG0000150,STU00010,MOD00041,CRS006,2026-04-28,2026-06-18,Completed,11.75,13
PRG0000151,STU00010,MOD00042,CRS006,2026-04-28,2026-06-16,Completed,4.3,3
PRG0000152,STU00010,MOD00043,CRS006,2026-04-14,2026-04-22,Completed,1.17,22
PRG0000153,STU00010,MOD00044,CRS006,2026-05-04,2026-05-25,Completed,9.71,12
PRG0000154,STU00010,MOD00046,CRS006,2026-04-29,2026-06-16,In Progress,3.22,84
PRG0000155,STU00010,MOD00047,CRS006,2026-04-29,2026-05-17,Completed,11.12,69
PRG0000156,STU00010,MOD00048,CRS006,2026-05-13,2026-04-18,Not Started,5.4,15
PRG0000157,STU00010,MOD00025,CRS004,2026-04-25,2026-06-09,Completed,1.41,71
PRG0000158,STU00010,MOD00029,CRS004,2026-04-26,2026-05-01,Completed,5.86,97
PRG0000159,STU00010,MOD00030,CRS004,2026-05-04,2026-06-15,In Progress,6.48,73
PRG0000160,STU00010,MOD00031,CRS004,2026-04-30,2026-05-04,Completed,3.54,63
PRG0000161,STU00010,MOD00145,CRS019,2026-05-04,2026-05-29,In Progress,2.0,7
PRG0000162,STU00010,MOD00146,CRS019,2026-04-14,2026-04-30,In Progress,3.27,94
PRG0000163,STU00010,MOD00147,CRS019,2026-05-07,2026-07-03,Completed,2.07,44
PRG0000164,STU00010,MOD00148,CRS019,2026-04-26,2026-05-28,Completed,1.49,30
PRG0000165,STU00010,MOD00149,CRS019,2026-05-01,2026-04-24,Not Started,1.92,39
PRG0000166,STU00010,MOD00150,CRS019,2026-04-18,2026-04-16,Completed,1.24,84
PRG0000167,STU00010,MOD00151,CRS019,2026-05-01,2026-06-18,Not Started,1.53,89
PRG0000168,STU00010,MOD00152,CRS019,2026-04-13,2026-05-24,Completed,2.37,73
PRG0000169,STU00011,MOD00097,CRS013,2025-09-26,2025-09-16,In Progress,8.5,36
PRG0000170,STU00011,MOD00098,CRS013,2025-09-15,2025-11-19,Completed,2.81,95
PRG0000171,STU00011,MOD00103,CRS013,2025-09-24,2025-11-13,Completed,1.73,9
PRG0000172,STU00011,MOD00017,CRS003,2026-01-16,2026-01-30,Completed,4.51,25
PRG0000173,STU00011,MOD00018,CRS003,2025-12-30,2026-03-12,Completed,3.35,70
PRG0000174,STU00011,MOD00019,CRS003,2025-12-22,2026-03-13,In Progress,11.78,73
PRG0000175,STU00011,MOD00020,CRS003,2026-01-12,2026-02-20,Completed,4.19,78
PRG0000176,STU00011,MOD00021,CRS003,2026-01-20,2026-02-16,Not Started,5.72,7
PRG0000177,STU00011,MOD00022,CRS003,2026-01-02,2026-02-20,Completed,2.88,87
PRG0000178,STU00011,MOD00023,CRS003,2026-01-18,2026-02-16,Completed,5.3,8
PRG0000179,STU00011,MOD00024,CRS003,2026-01-18,2026-02-13,Completed,5.02,20
PRG0000180,STU00011,MOD00090,CRS012,2025-06-26,2025-07-13,Completed,4.44,39
PRG0000181,STU00011,MOD00093,CRS012,2025-07-13,2025-06-28,Completed,4.41,3
PRG0000182,STU00011,MOD00094,CRS012,2025-07-18,2025-07-29,In Progress,3.2,5
PRG0000183,STU00012,MOD00073,CRS010,2026-03-04,2026-02-16,Completed,2.94,8
PRG0000184,STU00012,MOD00074,CRS010,2026-02-18,2026-03-24,In Progress,9.41,50
PRG0000185,STU00012,MOD00075,CRS010,2026-02-28,2026-02-23,Completed,2.14,64
PRG0000186,STU00012,MOD00076,CRS010,2026-02-21,2026-05-02,In Progress,10.02,67
PRG0000187,STU00012,MOD00077,CRS010,2026-03-05,2026-02-17,Completed,1.43,40
PRG0000188,STU00012,MOD00078,CRS010,2026-02-23,2026-03-27,In Progress,4.72,54
PRG0000189,STU00012,MOD00079,CRS010,2026-02-08,2026-02-28,Completed,4.84,52
PRG0000190,STU00012,MOD00080,CRS010,2026-02-23,2026-02-13,Completed,2.31,14
PRG0000191,STU00013,MOD00017,CRS003,2025-12-30,2026-02-16,Completed,5.81,6
PRG0000192,STU00013,MOD00018,CRS003,2025-12-25,2026-02-24,Completed,2.93,39
PRG0000193,STU00013,MOD00019,CRS003,2025-12-22,2026-01-16,Not Started,9.57,68
PRG0000194,STU00013,MOD00020,CRS003,2025-12-27,2026-01-26,Completed,5.55,50
PRG0000195,STU00013,MOD00021,CRS003,2025-12-29,2026-01-02,Completed,7.09,96
PRG0000196,STU00013,MOD00022,CRS003,2025-12-06,2025-12-21,Not Started,8.89,98
PRG0000197,STU00013,MOD00023,CRS003,2025-12-25,2025-12-05,Completed,1.4,99
PRG0000198,STU00013,MOD00024,CRS003,2025-12-15,2026-01-22,Not Started,5.66,54
PRG0000199,STU00014,MOD00137,CRS018,2025-10-21,2025-10-08,In Progress,10.78,64
PRG0000200,STU00014,MOD00138,CRS018,2025-10-08,2025-12-12,In Progress,4.56,41
PRG0000201,STU00014,MOD00139,CRS018,2025-09-25,2025-10-02,In Progress,1.92,56
PRG0000202,STU00014,MOD00140,CRS018,2025-09-29,2025-09-26,Completed,9.8,40
PRG0000203,STU00014,MOD00141,CRS018,2025-09-28,2025-10-16,Completed,10.99,98
PRG0000204,STU00014,MOD00142,CRS018,2025-10-19,2025-10-12,In Progress,8.54,40
PRG0000205,STU00014,MOD00143,CRS018,2025-10-22,2025-10-13,Completed,5.47,41
PRG0000206,STU00014,MOD00144,CRS018,2025-10-01,2025-10-06,Completed,1.64,48
PRG0000207,STU00014,MOD00122,CRS016,2025-09-13,2025-08-17,Not Started,2.29,80
PRG0000208,STU00014,MOD00123,CRS016,2025-08-16,2025-10-13,Completed,2.4,21
PRG0000209,STU00014,MOD00124,CRS016,2025-09-02,2025-10-08,In Progress,1.97,47
PRG0000210,STU00014,MOD00125,CRS016,2025-09-01,2025-08-30,Completed,2.05,98
PRG0000211,STU00014,MOD00127,CRS016,2025-09-04,2025-10-17,Completed,7.78,24
PRG0000212,STU00014,MOD00009,CRS002,2025-09-16,2025-10-27,Completed,6.39,26
PRG0000213,STU00014,MOD00012,CRS002,2025-09-14,2025-09-18,Completed,4.27,18
PRG0000214,STU00014,MOD00013,CRS002,2025-09-01,2025-09-24,In Progress,12.34,47
PRG0000215,STU00014,MOD00016,CRS002,2025-09-08,2025-09-11,In Progress,11.72,50
PRG0000216,STU00014,MOD00001,CRS001,2025-11-27,2025-12-25,In Progress,9.1,32
PRG0000217,STU00014,MOD00002,CRS001,2025-11-22,2025-11-13,Completed,2.86,60
PRG0000218,STU00014,MOD00003,CRS001,2025-11-24,2026-01-30,Not Started,6.68,95
PRG0000219,STU00014,MOD00004,CRS001,2025-11-05,2025-12-08,Completed,5.76,50
PRG0000220,STU00014,MOD00005,CRS001,2025-11-09,2026-01-16,Completed,3.51,21
PRG0000221,STU00014,MOD00006,CRS001,2025-12-04,2025-12-19,In Progress,2.25,40
PRG0000222,STU00014,MOD00007,CRS001,2025-11-18,2025-11-24,Completed,3.51,16
PRG0000223,STU00014,MOD00008,CRS001,2025-12-01,2025-12-11,In Progress,13.97,36
PRG0000224,STU00015,MOD00145,CRS019,2026-04-16,2026-04-24,Completed,2.53,21
PRG0000225,STU00015,MOD00146,CRS019,2026-04-05,2026-04-10,Completed,7.0,81
PRG0000226,STU00015,MOD00148,CRS019,2026-03-25,2026-03-28,Completed,1.07,33
PRG0000227,STU00015,MOD00149,CRS019,2026-04-04,2026-05-16,Completed,13.53,63
PRG0000228,STU00015,MOD00150,CRS019,2026-04-01,2026-06-01,Completed,4.2,92
PRG0000229,STU00015,MOD00152,CRS019,2026-03-23,2026-04-17,In Progress,1.63,21
PRG0000230,STU00015,MOD00026,CRS004,2025-08-07,2025-09-30,Completed,10.48,0
PRG0000231,STU00015,MOD00027,CRS004,2025-08-04,2025-08-10,Completed,2.08,98
PRG0000232,STU00015,MOD00028,CRS004,2025-07-20,2025-08-29,Completed,7.47,87
PRG0000233,STU00015,MOD00029,CRS004,2025-07-28,2025-10-01,Not Started,2.33,41
PRG0000234,STU00015,MOD00030,CRS004,2025-07-19,2025-09-14,In Progress,6.28,58
PRG0000235,STU00015,MOD00031,CRS004,2025-07-25,2025-10-02,In Progress,3.14,5
PRG0000236,STU00015,MOD00032,CRS004,2025-08-16,2025-09-13,Completed,5.76,93
PRG0000237,STU00015,MOD00130,CRS017,2025-05-18,2025-04-28,In Progress,4.11,7
PRG0000238,STU00015,MOD00134,CRS017,2025-04-29,2025-05-14,Completed,9.48,51
PRG0000239,STU00015,MOD00135,CRS017,2025-05-18,2025-05-18,Completed,9.57,36
PRG0000240,STU00016,MOD00121,CRS016,2025-06-06,2025-07-30,In Progress,10.2,39
PRG0000241,STU00016,MOD00124,CRS016,2025-05-31,2025-07-15,Completed,4.18,49
PRG0000242,STU00016,MOD00125,CRS016,2025-06-15,2025-08-13,Completed,2.51,47
PRG0000243,STU00016,MOD00127,CRS016,2025-06-10,2025-06-09,Completed,4.25,59
PRG0000244,STU00016,MOD00065,CRS009,2026-03-19,2026-03-17,Not Started,3.64,82
PRG0000245,STU00016,MOD00066,CRS009,2026-03-06,2026-04-26,Completed,9.62,61
PRG0000246,STU00016,MOD00067,CRS009,2026-03-01,2026-05-24,Not Started,6.47,66
PRG0000247,STU00016,MOD00068,CRS009,2026-03-15,2026-03-04,Completed,11.09,65
PRG0000248,STU00016,MOD00069,CRS009,2026-03-10,2026-04-19,Completed,7.28,72
PRG0000249,STU00016,MOD00070,CRS009,2026-03-08,2026-03-30,Completed,3.69,2
PRG0000250,STU00016,MOD00071,CRS009,2026-03-18,2026-04-26,Completed,3.28,50
PRG0000251,STU00016,MOD00072,CRS009,2026-03-10,2026-04-05,Completed,2.45,96
PRG0000252,STU00016,MOD00009,CRS002,2026-04-09,2026-05-15,Not Started,11.89,23
PRG0000253,STU00016,MOD00010,CRS002,2026-04-03,2026-06-18,Completed,9.42,55
PRG0000254,STU00016,MOD00011,CRS002,2026-04-01,2026-05-22,Completed,2.63,61
PRG0000255,STU00016,MOD00012,CRS002,2026-04-13,2026-06-25,Not Started,5.82,62
PRG0000256,STU00016,MOD00013,CRS002,2026-04-27,2026-06-19,Completed,9.42,88
PRG0000257,STU00016,MOD00014,CRS002,2026-04-26,2026-05-10,Completed,1.88,24
PRG0000258,STU00016,MOD00015,CRS002,2026-04-01,2026-06-30,Not Started,11.74,26
PRG0000259,STU00016,MOD00016,CRS002,2026-04-05,2026-06-24,Completed,10.26,68
PRG0000260,STU00016,MOD00020,CRS003,2025-06-30,2025-07-15,In Progress,3.23,62
PRG0000261,STU00016,MOD00146,CRS019,2025-11-10,2025-11-24,In Progress,5.64,53
PRG0000262,STU00016,MOD00149,CRS019,2025-11-27,2025-12-18,Completed,6.6,65
PRG0000263,STU00016,MOD00150,CRS019,2025-11-29,2026-02-05,Not Started,6.64,29
PRG0000264,STU00016,MOD00152,CRS019,2025-11-23,2026-01-23,Completed,1.22,82
PRG0000265,STU00017,MOD00145,CRS019,2026-03-09,2026-03-09,Completed,4.29,44
PRG0000266,STU00017,MOD00146,CRS019,2026-03-07,2026-02-25,Completed,5.72,60
PRG0000267,STU00017,MOD00147,CRS019,2026-03-01,2026-04-28,Completed,11.0,43
PRG0000268,STU00017,MOD00148,CRS019,2026-03-21,2026-05-18,Completed,2.77,92
PRG0000269,STU00017,MOD00149,CRS019,2026-03-24,2026-04-17,In Progress,10.42,94
PRG0000270,STU00017,MOD00150,CRS019,2026-03-09,2026-03-15,In Progress,2.84,95
PRG0000271,STU00017,MOD00151,CRS019,2026-03-09,2026-03-11,Completed,1.31,62
PRG0000272,STU00017,MOD00152,CRS019,2026-03-07,2026-04-27,Completed,1.73,6
PRG0000273,STU00017,MOD00033,CRS005,2026-03-05,2026-03-28,Completed,2.98,64
PRG0000274,STU00017,MOD00034,CRS005,2026-02-24,2026-04-07,Completed,5.94,15
PRG0000275,STU00017,MOD00035,CRS005,2026-03-09,2026-03-28,Not Started,11.99,98
PRG0000276,STU00017,MOD00036,CRS005,2026-03-22,2026-05-05,Completed,2.44,88
PRG0000277,STU00017,MOD00037,CRS005,2026-03-13,2026-05-19,Completed,1.1,56
PRG0000278,STU00017,MOD00038,CRS005,2026-03-24,2026-03-09,Not Started,3.74,78
PRG0000279,STU00017,MOD00039,CRS005,2026-03-24,2026-03-08,In Progress,1.34,13
PRG0000280,STU00017,MOD00040,CRS005,2026-02-25,2026-03-21,Not Started,2.02,37
PRG0000281,STU00018,MOD00017,CRS003,2026-02-24,2026-04-06,Completed,6.66,19
PRG0000282,STU00018,MOD00018,CRS003,2026-02-10,2026-02-18,Completed,1.71,53
PRG0000283,STU00018,MOD00019,CRS003,2026-01-31,2026-03-04,In Progress,6.92,36
PRG0000284,STU00018,MOD00020,CRS003,2026-02-02,2026-03-07,Completed,4.77,46
PRG0000285,STU00018,MOD00021,CRS003,2026-02-07,2026-02-20,In Progress,4.44,100
PRG0000286,STU00018,MOD00022,CRS003,2026-02-25,2026-03-27,Completed,6.12,58
PRG0000287,STU00018,MOD00023,CRS003,2026-02-16,2026-04-29,Completed,1.15,18
PRG0000288,STU00018,MOD00024,CRS003,2026-02-22,2026-04-08,Not Started,2.19,40
PRG0000289,STU00018,MOD00076,CRS010,2026-03-01,2026-04-24,Completed,6.46,80
PRG0000290,STU00018,MOD00041,CRS006,2026-02-28,2026-04-29,In Progress,13.23,92
PRG0000291,STU00018,MOD00042,CRS006,2026-03-01,2026-03-17,Completed,1.98,67
PRG0000292,STU00018,MOD00043,CRS006,2026-02-04,2026-05-01,Completed,5.19,69
PRG0000293,STU00018,MOD00044,CRS006,2026-02-19,2026-04-25,Completed,5.83,100
